-600.0,0.862682053042
-550.0,0.850478145143
-500.0,0.839421257958
-450.0,0.829557257506
-400.0,0.820929144855
-350.0,0.813576241348
-300.0,0.807533381552
-250.0,0.802830147901
-200.0,0.799490182966
-150.0,0.79753061456
-100.0,0.796961625102
-50.0,0.797786189923
0.0,0.8
50.0,0.803591573743
100.0,0.80854255114
150.0,0.81482815295
200.0,0.822417778807
250.0,0.831275711889
300.0,0.841361894597
350.0,0.852632739463
400.0,0.86504194196
450.0,0.878541266258
500.0,0.893081280685
550.0,0.908612025852
600.0,0.925083604524
